"","...1","crime_id","month","reported_by","falls_within","longitude","latitude","location","lsoa_code","lsoa_name","crime_type","last_outcome_category","context"
"3392",71641,"4d4bc0e5ba9215095b1832b2df95ef58d776e07f45473baa897650d17f8e0ddf","2019-10","Merseyside Police","Merseyside Police",-2.966867,53.451153,"On or near Hospital","E01006791","Liverpool 006D","Shoplifting","Action to be taken by another organisation",NA
"3393",71642,"56ab2368e98011ec63c97c53ceb835fa09a83490807b6f94b3a7c11d4e8330b3","2019-10","Merseyside Police","Merseyside Police",-2.966867,53.451153,"On or near Hospital","E01006791","Liverpool 006D","Shoplifting","Court result unavailable",NA
"3394",71643,"3a386cb4ee7d2786ff0c73a0314f655d3a6f7a862c27941aeb6b07f8652f1303","2019-10","Merseyside Police","Merseyside Police",-2.963839,53.451771,"On or near Petrol Station","E01006791","Liverpool 006D","Shoplifting","Investigation complete; no suspect identified",NA
"3395",71715,"442ba78e2c69eca3e273d4464ec65a59f8ab1f72b6452dc50fbf2937bbfdccf7","2019-10","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Investigation complete; no suspect identified",NA
"3396",71716,"8e44b8bf9f309984455f432a92731bf8ddd07a276a5d52a63714d620d5445175","2019-10","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Offender given penalty notice",NA
"3397",71717,"212a58631e67a67cfa733ee9fe53c294dea42da547d25439d7c7b0f4d6b69f19","2019-10","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Unable to prosecute suspect",NA
"3398",71718,"1302b7f205d5bed57aef676d96b2878955e0b7b1d2edf7dc89fd8e6a174fb89c","2019-10","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Investigation complete; no suspect identified",NA
"3399",71719,"57089360e60e2f5abc626fe06ad26a74833bf400f661a6c8e36debc0f35d5005","2019-10","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Local resolution",NA
"3400",71720,"666da6058989c7dd4f40fb48928e127f994874d45985fafb6d7deb2c188e3f85","2019-10","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Court result unavailable",NA
"3401",71721,"e3fa3e1c080942bcba9db0d4e9c48d7cb71358d8a15563df6e280a379a4c6f41","2019-10","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Investigation complete; no suspect identified",NA
"3402",71722,"84618006bfa0c95e8b97239fcf8e68ce4622540f0a9dbaea9d65079cba6c5e4e","2019-10","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Investigation complete; no suspect identified",NA
"3403",71723,"1d2ce8e9c782006aa47935f3659a759820b5aa570e5a35f329b98bc1e7a4914b","2019-10","Merseyside Police","Merseyside Police",-2.93999,53.442388,"On or near Supermarket","E01006612","Liverpool 008B","Shoplifting","Investigation complete; no suspect identified",NA
"3404",71776,"5dfbc5d06c6d509106c8497a61c89144ea75ad2e0f49211dfee056c9a68904b1","2019-10","Merseyside Police","Merseyside Police",-2.949508,53.452677,"On or near Betula Close","E01032511","Liverpool 008G","Shoplifting","Court result unavailable",NA
"3405",71904,"1f8c1802e2575126bd5645042c2129fe029eda87dd2e3be5d760600cf34fae36","2019-10","Merseyside Police","Merseyside Police",-2.921239,53.444844,"On or near Buckwheat Drive","E01006598","Liverpool 010A","Shoplifting","Offender given penalty notice",NA
"3406",71966,"1fdcde9b9b785fcc3ee70c518f996f868de410df01447aca1a8bdaf1774ce408","2019-10","Merseyside Police","Merseyside Police",-2.928234,53.441095,"On or near Supermarket","E01033759","Liverpool 010F","Shoplifting","Unable to prosecute suspect",NA
"3407",71967,"fa4aadc4dfd61c4545fd6d7ca201799b8a5eec56b1bafbbfbc7eed96af7dbf7c","2019-10","Merseyside Police","Merseyside Police",-2.928234,53.441095,"On or near Supermarket","E01033759","Liverpool 010F","Shoplifting","Investigation complete; no suspect identified",NA
"3408",71968,"869418b48d62840d5372ea387620325a0da2c2a96f62882e365c8c320377f079","2019-10","Merseyside Police","Merseyside Police",-2.928234,53.441095,"On or near Supermarket","E01033759","Liverpool 010F","Shoplifting","Court result unavailable",NA
"3409",71969,"d8c6b2527c9bc85ad1e099abfb099fe591817502ca8d881212b6d3a0e3d007c3","2019-10","Merseyside Police","Merseyside Police",-2.928234,53.441095,"On or near Supermarket","E01033759","Liverpool 010F","Shoplifting","Unable to prosecute suspect",NA
"3410",71970,"8d85d21671886c2f0253dc24bf4b11e8d5d115f3c70c5d2ee5dfe04b135e3805","2019-10","Merseyside Police","Merseyside Police",-2.928234,53.441095,"On or near Supermarket","E01033759","Liverpool 010F","Shoplifting","Investigation complete; no suspect identified",NA
"3411",71971,"a7c4c7993b29ac5bf94b90e4967b93e862962d359ac8881b5aca94efe3217674","2019-10","Merseyside Police","Merseyside Police",-2.927093,53.441248,"On or near Supermarket","E01033759","Liverpool 010F","Shoplifting","Unable to prosecute suspect",NA
"3412",72034,"a10c8f706da9f681b8302c7aeb12645b5673e1943c641b1f50f0230e703f23a9","2019-10","Merseyside Police","Merseyside Police",-2.930114,53.441719,"On or near Broadway","E01006603","Liverpool 011B","Shoplifting","Investigation complete; no suspect identified",NA
"3413",72035,"73a5a805f8964a5f169f4e0ab469aa17835c99cae5d4e90d2e5fc0d5d312c1a2","2019-10","Merseyside Police","Merseyside Police",-2.935572,53.441407,"On or near Utting Avenue","E01006603","Liverpool 011B","Shoplifting","Court result unavailable",NA
"3414",72036,"a89dd09a38fd8dde245f9e9b2ba0a9ada99d70c55cfaf6080e1bf0167cabf7b6","2019-10","Merseyside Police","Merseyside Police",-2.930114,53.441719,"On or near Broadway","E01006603","Liverpool 011B","Shoplifting","Court result unavailable",NA
"3415",72037,"c3c54111c1d2309eb493582740fa8ed9e7cc37bfa48204f74ef415741b9fe541","2019-10","Merseyside Police","Merseyside Police",-2.930114,53.441719,"On or near Broadway","E01006603","Liverpool 011B","Shoplifting","Further investigation is not in the public interest",NA
"3416",72038,"f8fbbb52a89601e2ceb2d9cce9ad8c19b92d2cfd3252d9bc5021ffca6ec73353","2019-10","Merseyside Police","Merseyside Police",-2.930114,53.441719,"On or near Broadway","E01006603","Liverpool 011B","Shoplifting","Offender given penalty notice",NA
"3417",72101,"68ab59aff25d6668e12eb3d7462fd57915e1fb2ef2bcef82590523eb47522bc7","2019-10","Merseyside Police","Merseyside Police",-2.9694,53.442027,"On or near Supermarket","E01006611","Liverpool 012A","Shoplifting","Investigation complete; no suspect identified",NA
"3418",72208,"31aad46eeed551298fc02c1e87b129bf020598a00671006b0d2fd64b9680565d","2019-10","Merseyside Police","Merseyside Police",-2.971277,53.438542,"On or near County Road","E01006700","Liverpool 012E","Shoplifting","Local resolution",NA
"3419",72209,"cd9d42745e3bc32e59de4023bf7e6f5df573f94f6e47b5871ae86cedcb879d43","2019-10","Merseyside Police","Merseyside Police",-2.971692,53.439572,"On or near Ludlow Street","E01006700","Liverpool 012E","Shoplifting","Further investigation is not in the public interest",NA
"3420",72210,"1ba86bc611754f942b9aeb8c3643d96089e0e7cfe770ee433933fc0f492c13df","2019-10","Merseyside Police","Merseyside Police",-2.971635,53.437074,"On or near Springfield Square","E01006700","Liverpool 012E","Shoplifting","Unable to prosecute suspect",NA
"3421",72359,"64d307ced09596089ceb2b66e8f086d679bb71f9969c2a53a824bd66beaa4c00","2019-10","Merseyside Police","Merseyside Police",-2.97095,53.436046,"On or near Supermarket","E01006703","Liverpool 014D","Shoplifting","Investigation complete; no suspect identified",NA
"3422",72453,"b7befbeb6c6870589314b48575c5f7abfbff98e2d395311260d545c7cb4474b7","2019-10","Merseyside Police","Merseyside Police",-2.952368,53.434424,"On or near Supermarket","E01006541","Liverpool 015A","Shoplifting","Unable to prosecute suspect",NA
"3423",72787,"dcab1d506f31726c1bdf39a97181d45268aa12aabf591c89acecf42ab3667ac4","2019-10","Merseyside Police","Merseyside Police",-2.962755,53.430476,"On or near Lake Street","E01033747","Liverpool 018F","Shoplifting","Investigation complete; no suspect identified",NA
"3424",72832,"88869b310d448ac7220cba5462b89ff3eef6bd0d961a2a946cba10a9d325017a","2019-10","Merseyside Police","Merseyside Police",-2.958897,53.428898,"On or near Houlding Street","E01006546","Liverpool 019B","Shoplifting","Investigation complete; no suspect identified",NA
"3425",72870,"8c279e928df2799ba543bd14d674d75c91321df07531af10561ad1e21a7c834f","2019-10","Merseyside Police","Merseyside Police",-2.952538,53.425884,"On or near Breck Road","E01006547","Liverpool 019C","Shoplifting","Investigation complete; no suspect identified",NA
"3426",72871,"3795e38b791829fd22ad8428cf1a4ff6bd2b862b9470e33f1a79a6f9d00c7ff8","2019-10","Merseyside Police","Merseyside Police",-2.952538,53.425884,"On or near Breck Road","E01006547","Liverpool 019C","Shoplifting","Investigation complete; no suspect identified",NA
"3427",72872,"aeaea78b3fa23d2afb17c37e648648d3b0ea3d932b48b5e923bf6c8d3d8424b8","2019-10","Merseyside Police","Merseyside Police",-2.952538,53.425884,"On or near Breck Road","E01006547","Liverpool 019C","Shoplifting","Investigation complete; no suspect identified",NA
"3428",72953,"35b9c36b8acea40d448fd668b7c99374d2175384a6c8f17606de38787dc9d342","2019-10","Merseyside Police","Merseyside Police",-2.950128,53.428465,"On or near Priory Road","E01006766","Liverpool 019E","Shoplifting","Investigation complete; no suspect identified",NA
"3429",72954,"4d1fa774238551cd7abc494ec4a15306871bc0dbd1a48642730a33d2637ff9e1","2019-10","Merseyside Police","Merseyside Police",-2.950128,53.428465,"On or near Priory Road","E01006766","Liverpool 019E","Shoplifting","Investigation complete; no suspect identified",NA
"3430",73016,"57eaa16bcbf32635529d9e095acdc96150ad9a9a6fed13294a26ee06e70cd67e","2019-10","Merseyside Police","Merseyside Police",-2.935237,53.433688,"On or near Sports/Recreation Area","E01006606","Liverpool 020A","Shoplifting","Investigation complete; no suspect identified",NA
"3431",73139,"c49af76a0900fdbd5a784a8bfcce23cfc7ed6202ae7ff47ef2d8deaad41254dd","2019-10","Merseyside Police","Merseyside Police",-2.902039,53.428361,"On or near Supermarket","E01006619","Liverpool 021B","Shoplifting","Investigation complete; no suspect identified",NA
"3432",73140,"312accfa424460e8f7fd423bd3327f483f24a17239a932b37df23930a9d6e10e","2019-10","Merseyside Police","Merseyside Police",-2.902039,53.428361,"On or near Supermarket","E01006619","Liverpool 021B","Shoplifting","Unable to prosecute suspect",NA
"3433",73204,"b847cb9e7f7602139900f0cc9dc9802e2b16a440e2e032aad758d0d6115acaef","2019-10","Merseyside Police","Merseyside Police",-2.996796,53.417387,"On or near Petrol Station","E01006776","Liverpool 022B","Shoplifting","Investigation complete; no suspect identified",NA
"3434",73238,"0b0adbe8602e6fff8b2745ee5578514fb386fc3f707eaa5cbe403b4b883c57ff","2019-10","Merseyside Police","Merseyside Police",-2.982736,53.424938,"On or near Hankin Street","E01006779","Liverpool 022D","Shoplifting","Court result unavailable",NA
"3435",73293,"3ee0ba29651ede9b7e9db28ce391db71ed134555b1d007f7f9a92d1a846bf6d5","2019-10","Merseyside Police","Merseyside Police",-2.97894,53.41758,"On or near Great Nelson Street","E01033764","Liverpool 022E","Shoplifting","Court result unavailable",NA
"3436",73398,"6886775dd749db5d09b43169c1de82d088658007c69a2c288fe6f048ded82952","2019-10","Merseyside Police","Merseyside Police",-2.977653,53.423811,"On or near Buckingham Street","E01006646","Liverpool 023C","Shoplifting","Investigation complete; no suspect identified",NA
"3437",73490,"c3a2fa3bf4eaa02d3faf72cb85e6a539c7564a2476e02dfb2002e87954016efb","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Court result unavailable",NA
"3438",73491,"55fab80b1cbc729fdb6a34f42955e47e4eebf1588ae283a5c30492568999f13c","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Investigation complete; no suspect identified",NA
"3439",73492,"6bc97ecae064da6d0a0195775d480a66616ffd13ba28fb4ae8e5fcdf6496b32a","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Court result unavailable",NA
"3440",73493,"b18c6d46660a1d05e10335abce26461d6a4d1226be5f32de02b77669391f3563","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Court result unavailable",NA
"3441",73494,"59359534dc69a620914914526cc40de7e296cf5e62dfa5f92e6b373f4eb1c5f6","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Unable to prosecute suspect",NA
"3442",73495,"32663d84a76dd47d7e29fd84a79ad75c23a2be19c689d0549639de49762285e3","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Investigation complete; no suspect identified",NA
"3443",73496,"b19c6a0dddb3e3e0b236e109df21034ce7453a2f06d821dfaebed145ae615231","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Court result unavailable",NA
"3444",73497,"ecca9082261864d66fad2c872f0550f3b6db98f1c0c233d519eeb8663237a9e6","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Investigation complete; no suspect identified",NA
"3445",73498,"6c0344340ffe7d8890c397cc9ecff17542e4da31de1e822678958fc64ec8c767","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Investigation complete; no suspect identified",NA
"3446",73499,"2ba964dcbf27780b145277a4c121656cc717562e1c5cc8b9f90e33e48023d931","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Court result unavailable",NA
"3447",73500,"3706d143aad11bce917fde19e1778fbfe8f922489132f8433316beb9faf0a3c3","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Investigation complete; no suspect identified",NA
"3448",73501,"b6988bf6af57ce873c866fb88295a26b821c6447337f8187fadd26afd8745f87","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Investigation complete; no suspect identified",NA
"3449",73502,"ac7a39d991e7b47daeb1d8b2fd12acb0a76491f1b5e9c0f793d4e3436eb7931d","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Court result unavailable",NA
"3450",73503,"e5d9651421fcba3b65201107369bdae2031445b5498f5d7d61955775608d027d","2019-10","Merseyside Police","Merseyside Police",-2.978382,53.422106,"On or near Great Homer Street","E01006648","Liverpool 023D","Shoplifting","Investigation complete; no suspect identified",NA
"3451",73597,"1be95fec5b7bb09c8fafa8accd8c21e8b009c112074ffd4771f487a279b5fbb5","2019-10","Merseyside Police","Merseyside Police",-2.959607,53.422366,"On or near Supermarket","E01006563","Liverpool 024B","Shoplifting","Investigation complete; no suspect identified",NA
"3452",73598,"67915352c619436d82c543966285dc65ca425017a28f168c6dd09d3cae61990b","2019-10","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Local resolution",NA
"3453",73599,"23cdf39428274264471161e06cb6db4601457ca32e4c5e733b0ee5dbef0623e1","2019-10","Merseyside Police","Merseyside Police",-2.958246,53.423402,"On or near Bulwer Street","E01006563","Liverpool 024B","Shoplifting","Investigation complete; no suspect identified",NA
"3454",73600,"8aeee0aff118335dfe3f23b23f2601c1825e5df24cc9c8b97a9ab25c544f15cf","2019-10","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Further investigation is not in the public interest",NA
"3455",73601,"c63eaafe23ddc5bd67ab028151cadc0b803225b1398a4078779994e53b5996d9","2019-10","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Local resolution",NA
"3456",73602,"719be62ccfcb4d4444699c85deb2535ce54640741a18d2076cbf79b72137d864","2019-10","Merseyside Police","Merseyside Police",-2.95601,53.422341,"On or near Richmond Terrace","E01006563","Liverpool 024B","Shoplifting","Court result unavailable",NA
